id	rcd	symbol	hgncid	ensgstable	evidence	testin	pathway	confidence	experiments	caution	uniprotac	pmid	remark	latestupdate	datasource	uniformgenetype
11	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Ex vivo, Gpx4-deficient T cells rapidly accumulated membrane lipid peroxides and concomitantly underwent cell death driven by ferroptosis.	Mice	GPX4 :-: Ferroptosis	Validated	0	_NA_	P36969	25824823	_NA_	2020/12/31	FerrDb team	gene with protein product
12	Ferroptosis	GCLC	HGNC:4311	ENSG00000001084	RNAi knockdown sensitized cell death induced by cystine starvation.	Mice	GCLC :+: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	P48506	26166707	_NA_	2020/12/31	FerrDb team	gene with protein product
13	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Overexpression of SLC7A11 considerably abrogated ferroptosis.	Human	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	26218928	_NA_	2020/12/31	FerrDb team	gene with protein product
14	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	NRF2 plays a central role in protecting hepatocellular carcinoma (HCC) cells against ferroptosis	Human, mice	NFE2L2 :+: (NQO1/HMOX1/FTH1), (NQO1/HMOX1/FTH1) :-: Ferroptosis	Validated	0	_NA_	Q16236	26403645	NRF2 in article	2020/12/31	FerrDb team	gene with protein product
15	Ferroptosis	SQSTM1	HGNC:11280	ENSG00000161011	The interaction between p62 and Keap1 increased following erastin and sorafenib treatment. Knockdown of p62 suppressed NRF2 expression and promoted growth inhibition with increased ferroptotic events including GSH depletion, lipid ROS production, and an increase of iron levels.	Human, mice	SQSTM1 :-: KEAP1, KEAP1 :-: NFE2L2, NFE2L2 :-: Ferroptosis	Validated	0	_NA_	Q13501	26403645	p62 in article.	2020/12/31	FerrDb team	gene with protein product
16	Ferroptosis	NQO1	HGNC:2874	ENSG00000181019	Knockdown of p62, quinone oxidoreductase‐1, heme oxygenase‐1, and ferritin heavy chain‐1 by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.	Human, mice	NQO1 :-: Ferroptosis	Validated	0	_NA_	P15559	26403645	_NA_	2020/12/31	FerrDb team	gene with protein product
17	Ferroptosis	HMOX1	HGNC:5013	ENSG00000100292	Knockdown of p62, quinone oxidoreductase‐1, heme oxygenase‐1, and ferritin heavy chain‐1 by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.	Human, mice	HMOX1 :-: Ferroptosis	Validated	0	Article (PMID 26405158) suggests it a driver.	P09601	26403645	HO1 in article	2020/12/31	FerrDb team	gene with protein product
18	Ferroptosis	FTH1	HGNC:3976	ENSG00000167996	Knockdown of p62, quinone oxidoreductase‐1, heme oxygenase‐1, and ferritin heavy chain‐1 by RNA interference in HCC cells promoted ferroptosis in response to erastin and sorafenib.	Human, mice	FTH1 :-: Ferroptosis	Validated	0	_NA_	P02794	26403645	_NA_	2020/12/31	FerrDb team	gene with protein product
19	Ferroptosis	MUC1	HGNC:7508	ENSG00000185499	MUC1-C (C-terminal subunit) blocks erastin-induced ferroptosis and induces increases in GSH.	Human	MUC1 :+: System Xc-, System Xc- :+: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	P15941	26930718	_NA_	2020/12/31	FerrDb team	gene with protein product
20	Ferroptosis	SLC3A2	HGNC:11026	ENSG00000168003	Required for in vitro cell survival because of its role in protecting cells from ferroptosis.	Mice	SLC3A2 :+: System Xc-, System Xc- :-: Ferroptosis	Validated	0	_NA_	P08195	26945935	CD98hc in article	2020/12/31	FerrDb team	gene with protein product
21	Ferroptosis	MT1G	HGNC:7399	ENSG00000125144	A negative regulator of ferroptosis in HCC cells. Knockdown of MT‐1G by RNA interference increases glutathione depletion and lipid peroxidation, which contributes to sorafenib‐induced ferroptosis.	Human, mice	MT1G :-: Ferroptosis	Validated	0	_NA_	P13640	27015352	MT‐1G in article	2020/12/31	FerrDb team	gene with protein product
22	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	Required for sorafenib‐induced expression of MT‐1G which is a ferroptosis suppressor.	Human	NFE2L2 :+: MT1G, MT1G :-: Ferroptosis	Deduced	0	Its ability to induce MT1G was validated, but its role in ferroptosis needs validation.	Q16236	27015352	NRF2 in article	2020/12/31	FerrDb team	gene with protein product
23	Ferroptosis	SLC40A1	HGNC:10909	ENSG00000138449	Involved in siramesine and lapatinib-induced ferroptotic cell death. Its expression is decreased after treatment with siramesine alone or in combination with lapatinib. Overexpression FPN resulted in decreased ROS and cell death whereas knockdown of FPN increased cell death after siramesine and lapatinib treatment.	Human	SLC40A1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q9NP59	27441659	Ferroportin-1 (FPN) in article	2020/12/31	FerrDb team	gene with protein product
24	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Knockdown increased cell death.	Human	SLC7A11 :+: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	27441659	_NA_	2020/12/31	FerrDb team	gene with protein product
25	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Knockdown increased cell death.	Human	GPX4 :-: Ferroptosis	Validated	0	_NA_	P36969	27441659	_NA_	2020/12/31	FerrDb team	gene with protein product
26	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Inhibition induces ferroptosis. Silencing of the SLC7A11 gene increases the cisplatin sensitivity of resistant HNC cells.	Human, mice	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	27477897	_NA_	2020/12/31	FerrDb team	gene with protein product
27	Ferroptosis	CISD1	HGNC:30880	ENSG00000122873	Genetic inhibition of CISD1 contributes to erastin-induced ferroptosis. Stabilization of the iron sulfur cluster of CISD1 inhibits ferroptosis.	Human	CISD1 :-: Mitochondrial lipid ROS, Mitochondrial lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q9NZ45	27510639	_NA_	2020/12/31	FerrDb team	gene with protein product
28	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Elevated levels of expression are resistant to erastin-induced ferroptosis. Repression of SLC7A11 expression by p53 sensitized cells to undergo erastin-induced ferroptosis.	Human	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	27705786	_NA_	2020/12/31	FerrDb team	gene with protein product
29	Ferroptosis	FANCD2	HGNC:3585	ENSG00000144554	Inhibits erastin-induced ferroptosis. Plays a novel role in the negative regulation of ferroptosis.	Mice	FANCD2 :-: Ferroptosis	Validated	0	_NA_	Q9BXW9	27773819	_NA_	2020/12/31	FerrDb team	gene with protein product
30	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Protects lipid peroxidation. Cell damage induced by GPx4 ablation is involved in ferroptosis.	Human	GPX4 :-: LDH, LDH :+: Ferroptosis	Validated	0	_NA_	P36969	27964880	_NA_	2020/12/31	FerrDb team	gene with protein product
31	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	Nrf2 activation contributes to the resistance of HNCs to artesunate-induced ferroptosis. Nrf2 inhibition sensitizes head and neck cancer cells to artesunate-induced ferroptosis.	Mice	NFE2L2 :-: Ferroptosis	Validated	0	_NA_	Q16236	28012440	NRF2 in article	2020/12/31	FerrDb team	gene with protein product
32	Ferroptosis	FTMT	HGNC:17345	ENSG00000181867	Overexpression significantly inhibited erastin-induced ferroptosis.	Mice, fly	FTMT :-: Labile iron pool, Labile iron pool :+: Ferroptosis	Validated	0	_NA_	Q8N4E7	28066232	_NA_	2020/12/31	FerrDb team	gene with protein product
33	Ferroptosis	HSPA5	HGNC:5238	ENSG00000044574	Negatively regulates ferroptosis. Suppression of HSPA5 expression increased erastin-induced death. Overexpressed HSPA5 inhibited erastin-induced ferroptotic cell death.	Human, mice	HSPA5 :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P11021	28130223	_NA_	2020/12/31	FerrDb team	gene with protein product
34	Ferroptosis	ATF4	HGNC:786	ENSG00000128272	Inhibition of ATF4 expression increased erastin-induced cell death. ATF4 results in the induction of HSPA5, which in turn protects against GPX4 protein degradation and subsequent ferroptosis.	Human	ATF4 :+: HSPA5, HSPA5 :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P18848	28130223	_NA_	2020/12/31	FerrDb team	gene with protein product
35	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Slc7a11 deletion increases susceptibility to iron overload-induced ferroptosis.	Mice	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	28195347	_NA_	2020/12/31	FerrDb team	gene with protein product
36	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Ferroptosis drives neurodegeneration in Gpx4BIKO mice.	Mice	GPX4 :-: Ferroptosis	Validated	0	_NA_	P36969	28212525	_NA_	2020/12/31	FerrDb team	gene with protein product
37	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Downregulation conferred increased sensitivity to ferroptosis following cystine deprivation.	Human	GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P36969	28297659	_NA_	2020/12/31	FerrDb team	gene with protein product
38	Ferroptosis	HMOX1	HGNC:5013	ENSG00000100292	Demonsrates antiferroptotic role. HO-1 deficiency promotes erastin-induced ferroptosis.	Mice	HMOX1 :-: Ferroptosis	Validated	0	Article (PMID 26405158) suggests it a driver.	P09601	28515173	HO-1 in article	2020/12/31	FerrDb team	gene with protein product
39	Ferroptosis	ATF4	HGNC:786	ENSG00000128272	ATF4 expression induces acquired cell death resistance. ATF4 knockdown renders cells susceptible for ferroptosis.	Human	ATF4 :+: xCT, xCT :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P18848	28553953	_NA_	2020/12/31	FerrDb team	gene with protein product
40	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	Nrf2 over expression promotes resistance to ferroptosis.	Human, rat	NFE2L2 :+: xCT, xCT :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q16236	28805788	Nrf2 in article	2020/12/31	FerrDb team	gene with protein product
41	Ferroptosis	TP53	HGNC:11998	ENSG00000141510	Inhibits ferroptosis in human colorectal cancer (CRC) cells. Loss of TP53 restored erastin sensitivity. Inhibits cell death induction by erastin in human CRC cells.	Human, mice	TP53 :+: Nucleus DPP4, Nucleus DPP4 :+: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	Promotes ferroptosis via a transcription-dependent mechanism in non-CRC cells.	P04637	28813679	_NA_	2020/12/31	FerrDb team	gene with protein product
42	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Knockdown sensitized cells to erastin.	Human	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	28813679	_NA_	2020/12/31	FerrDb team	gene with protein product
43	Ferroptosis	HELLS	HGNC:4861	ENSG00000119969	LSH inhibits ferroptosis by decreasing the intracellular levels of iron and lipid ROS.	Human, mice	HELLS :+: GLUT1, HELLS :+: SCD, HELLS :+: FADS2, GLUT1 :-: Ferroptosis, SCD :-: Ferroptosis, FADS2 :-: Ferroptosis	Validated	0	_NA_	Q9NRZ9	28900510	LSH in article	2020/12/31	FerrDb team	gene with protein product
44	Ferroptosis	SCD	HGNC:10571	ENSG00000099194	Depletion of the SCD1 and FADS2 metabolic genes induces ferroptosis.	Human	SCD :-: Ferroptosis	Validated	0	_NA_	O00767	28900510	SCD1 in article	2020/12/31	FerrDb team	gene with protein product
45	Ferroptosis	FADS2	HGNC:3575	ENSG00000134824	Depletion of the SCD1 and FADS2 metabolic genes induces ferroptosis.	Human	FADS2 :-: Ferroptosis	Validated	0	_NA_	O95864	28900510	_NA_	2020/12/31	FerrDb team	gene with protein product
46	Ferroptosis	SRC	HGNC:11283	ENSG00000197122	Src-STAT3 activation renders the cell unable to undergo to ferroptosis. Src inhibition decreased cell viability significantly, and that loss of viability was rescued by ferroptosis inhibitors.	Human	SRC :+: STAT3, STAT3 :-: ACSL4, ACSL4 :+: Ferroptosis	Validated	0	_NA_	P12931	28972104	_NA_	2020/12/31	FerrDb team	gene with protein product
47	Ferroptosis	STAT3	HGNC:11364	ENSG00000168610	Src-STAT3 activation renders the cell unable to undergo to ferroptosis.	Human	STAT3 :-: ACSL4, ACSL4 :+: Ferroptosis	Validated	0	_NA_	P40763	28972104	_NA_	2020/12/31	FerrDb team	gene with protein product
48	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	ARF-mediated ferroptosis was largely abrogated by co-expression of NRF2.	Human, mice	NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q16236	28985506	NRF2 in article	2020/12/31	FerrDb team	gene with protein product
49	Ferroptosis	PML	HGNC:9113	ENSG00000140464	PML expression turned cells highly resistant to ferroptosis.	Human	PML :-: Ferroptosis	Validated	0	_NA_	P29590	29081404	_NA_	2020/12/31	FerrDb team	gene with protein product
50	Ferroptosis	MTOR	HGNC:3942	ENSG00000198793	Necessary and sufficient to protect cardiomyocyte cells against ferroptotic cell death. mTOR overexpression suppressed ferroptotic cell death, whereas mTOR deletion exaggerated cell death.	Mice	MTOR :-: Ferroptosis	Validated	0	_NA_	P42345	29127238	_NA_	2020/12/31	FerrDb team	gene with protein product
51	Ferroptosis	NFS1	HGNC:15910	ENSG00000244005	Suppression of NFS1 cooperates with inhibition of cysteine transport to trigger ferroptosis in vitro and slow tumour growth. Suppression of NFS1 predisposes cancer cells to ferroptosis.	Human	NFS1 :-: TFRC, TFRC :+: Ferroptosis	Validated	0	_NA_	Q9Y697	29168506	_NA_	2020/12/31	FerrDb team	gene with protein product
52	Ferroptosis	TP63	HGNC:15979	ENSG00000073282	Delta Np63 alpha can inhibit ferroptosis independent of p53. Overexpression protects cells from ferroptosis-inducing agents.	Human	TP63 :-: Ferroptosis	Validated	0	_NA_	Q9H3D4	29212036	Delta Np63 alpha in article	2020/12/31	FerrDb team	gene with protein product
53	Ferroptosis	SLC7A11	HGNC:11059	ENSG00000151012	Overexperession of SLC7A11 attenuated BAY-inhibited cell viability by ferroptosis.	Human	SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q9UPY5	29274359	_NA_	2020/12/31	FerrDb team	gene with protein product
54	Ferroptosis	TP53	HGNC:11998	ENSG00000141510	p53 stabilization suppresses ferroptosis. p53 suppresses metabolic stress-induced ferroptosis.	Human	TP53 :+: CDKN1A, CDKN1A :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	Found to promote ferroptosis by other studies.	P04637	29346757	p53 in article	2020/12/31	FerrDb team	gene with protein product
55	Ferroptosis	CDKN1A	HGNC:1784	ENSG00000124762	Required to to suppress ferroptosis.	Human	CDKN1A :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P38936	29346757	Encoding p21	2020/12/31	FerrDb team	gene with protein product
56	Ferroptosis	MIR137	HGNC:31523	ENSG00000284202	Suppresses ferroptosis both in vitro and in vivo.	Human, mice	MIR137 :-: SLC1A5, SLC1A5 :+: Glutaminolysis, Glutaminolysis :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	29348676	_NA_	2020/12/31	FerrDb team	RNA, micro
57	Ferroptosis	SLC40A1	HGNC:10909	ENSG00000138449	Overexpression of Fpn inhibited ferroptosis.	Mice	SLC40A1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q9NP59	29436589	Fpn in article	2020/12/31	FerrDb team	gene with protein product
58	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Activation blocked ferroptosis.	Mice	GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P36969	29436589	_NA_	2020/12/31	FerrDb team	gene with protein product
59	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	GPX4-overexpressing cells were resistant to reactive oxygen species-induced cell death. Conversely, GPX4-knockdown cells were sensitive to reactive oxygen species-induced cell death.	Human	GPX4 :-: 8-OHdG, 8-OHdG :+: Ferroptosis	Deduced	0	The authors did not determine wether the ROS-induced cell death is related to ferroptosis or not.	P36969	29463878	_NA_	2020/12/31	FerrDb team	gene with protein product
60	Ferroptosis	ENPP2	HGNC:3357	ENSG00000136960	Overexpression modestly promotes migration and proliferation and significantly inhibits erastin-induced ferroptosis.	Rat	ENPP2 :-: Ferroptosis	Validated	0	_NA_	Q13822	29551679	_NA_	2020/12/31	FerrDb team	gene with protein product
61	Ferroptosis	VDAC2	HGNC:12672	ENSG00000165637	Overexpression could partially protect cells from ferroptosis.	Human	VDAC2 :-: Ferroptosis	Validated	0	_NA_	P45880	29569437	_NA_	2020/12/31	FerrDb team	gene with protein product
62	Ferroptosis	FH	HGNC:3700	ENSG00000091483	FH inactivation (FH-/- ) proves synthetic lethal with inducers of ferroptosis. FH-/- sensitizes cells to multiple ferroptosis inducers.	Human	FH :+: GPX4, GPX4 :-: Ferroptosis	Validated	0	_NA_	P07954	29917289	_NA_	2020/12/31	FerrDb team	gene with protein product
63	Ferroptosis	CISD2	HGNC:24212	ENSG00000145354	Overexpression conferred resistance to ferroptosis. Inhibition blocked resistance to ferroptotic cell death.	Human	CISD2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q8N5K1	29928961	_NA_	2020/12/31	FerrDb team	gene with protein product
64	Ferroptosis	SLC40A1	HGNC:10909	ENSG00000138449	A negative regulator of ferroptosis by reducing intracellular iron concentration. Knockdown accelerates erastin-induced ferroptosis.	Human	SLC40A1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q9NP59	29949159	Ferroportin in article	2020/12/31	FerrDb team	gene with protein product
65	Ferroptosis	MIR9-1	HGNC:31641	ENSG00000207933	Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.	Human	MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	30035324	miR-9 in article	2020/12/31	FerrDb team	RNA, micro
66	Ferroptosis	MIR9-2	HGNC:31642	ENSG00000284447	Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.	Human	MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	30035324	miR-9 in article	2020/12/31	FerrDb team	RNA, micro
67	Ferroptosis	MIR9-3	HGNC:31646	ENSG00000284329	Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.	Human	MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	30035324	miR-9 in article	2020/12/31	FerrDb team	RNA, micro
68	Ferroptosis	CBS	HGNC:1550	ENSG00000160200	Inhibition triggers ferroptosis in hepatocellular carcinoma.	Human, mice	CBS :-: Ferroptosis	Validated	0	_NA_	P35520	30258181	_NA_	2020/12/31	FerrDb team	gene with protein product
69	Ferroptosis	NFE2L2	HGNC:7782	ENSG00000116044	Associated with resistance to ferroptosis. Inhibition of Nrf2 sensitized cells to ferroptosis.	Human, mice	NFE2L2 :+: FTH1, FTH1 :-: Ferroptosis, NFE2L2 :+: FPN, FPN :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis	Validated	0	_NA_	Q16236	30339884	Nrf2 in article	2020/12/31	FerrDb team	gene with protein product
70	Ferroptosis	SQSTM1	HGNC:11280	ENSG00000161011	Inhibition of the p62 gene significantly reduced cell viability and increased cellular lipid ROS levels in HN3R cells; this was reversed by treatment with ferrostatin-1, a ferroptosis inducer.	Human	SQSTM1 :+: NFE2L2, NFE2L2 :+: FTH1, FTH1 :-: Ferroptosis, NFE2L2 :+: FPN, FPN :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis	Validated	0	Not test cell death or cell viability.	Q13501	30339884	p62 in article.	2020/12/31	FerrDb team	gene with protein product
71	Ferroptosis	GPX4	HGNC:4556	ENSG00000167468	Overexpression GPX4 resulted in decreased cell death after RSL3 treatment. Moreover, this effect was able to be reversed by overexpression of GPX4.	Human	GPX4 :-: Ferroptosis	Validated	0	_NA_	P36969	30524291	_NA_	2020/12/31	FerrDb team	gene with protein product
72	Ferroptosis	ISCU	HGNC:29882	ENSG00000136003	Over expression significantly attenuated DHA induced ferroptosis.	Human	ISCU :+: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	Q9H1K1	30557609	_NA_	2020/12/31	FerrDb team	gene with protein product
73	Ferroptosis	FTH1	HGNC:3976	ENSG00000167996	FTH reconstituted cells exhibited the reduced lipid peroxides content and restored the DHA-induced ferroptosis.	Human	FTH1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P02794	30557609	FTH in article	2020/12/31	FerrDb team	gene with protein product
74	Ferroptosis	ACSL3	HGNC:3570	ENSG00000123983	Required for exogenous monounsaturated fatty acids to protect cells against ferroptosis. Negatively correlates with ferroptosis sensitivity.	Human	ACSL3 :-: Ferroptosis	Validated	0	_NA_	O95573	30686757	_NA_	2020/12/31	FerrDb team	gene with protein product
75	Ferroptosis	OTUB1	HGNC:23077	ENSG00000167770	Inactivation promotes ferroptosis by down-regulating SLC7A11 levels. Overexpression is critical for tumor growth.	Human, mice	OTUB1 :+: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q96FW1	30709928	_NA_	2020/12/31	FerrDb team	gene with protein product
76	Ferroptosis	CD44	HGNC:1681	ENSG00000026508	Knockdown sensitizes cells to ferroptosis.	Human	CD44 :+: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	_NA_	P16070	30709928	_NA_	2020/12/31	FerrDb team	gene with protein product
77	Ferroptosis	LINC00336	HGNC:33813	ENSG00000197251	Overexpression inhibits ferroptosis. Knockdown promotes ferroptosis.	Human	(LINC00336/ELAVL1) :-: Ferroptosis	Validated	0	_NA_	Q6ZUF6	30787392	_NA_	2020/12/31	FerrDb team	RNA, long non-coding
78	Ferroptosis	STAT3	HGNC:11364	ENSG00000168610	Upregulated in ferroptosis resistant cells. Inhibition increases ferroptosis.	Human	STAT3 :-: Ferroptosis	Validated	0	_NA_	P40763	30811078	_NA_	2020/12/31	FerrDb team	gene with protein product
79	Ferroptosis	BRD4	HGNC:13575	ENSG00000141867	Inhibition induces ferroptosis.	Human	BRD4 :-: Ferritinophagy, Ferritinophagy :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	O60885	30988278	_NA_	2020/12/31	FerrDb team	gene with protein product
80	Ferroptosis	PRDX6	HGNC:16753	ENSG00000117592	A negative regulator of ferroptotic cell death.	Human	PRDX6 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P30041	31036877	_NA_	2020/12/31	FerrDb team	gene with protein product
81	Ferroptosis	MIR17	HGNC:31547	ENSG00000284536	Protects endothelial HUVEC cells from erastin-induced ferroptosis. Overexpression significantly reduced erastin-induced growth inhibition and ROS generation of HUVEC cells.	Human	MIR17 :-: A20, A20 :+: ACSL4, ACSL4 :+: Lipid ROS, A20 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	31160087	miR-17-92 in article	2020/12/31	FerrDb team	RNA, micro
82	Ferroptosis	SCD	HGNC:10571	ENSG00000099194	Inhibition of SCD1 induces ferroptotic cell death. Expression of SCD1 protects cells from ferroptosis.	Human, mice	SCD :+: CoQ10, CoQ10 :-: Ferroptosis	Validated	0	_NA_	O00767	31270077	SCD1 in article	2020/12/31	FerrDb team	gene with protein product
